GTD ID,DATE,REGION,COUNTRY,CITY,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
198002210003,2/21/80,Middle East & North Africa,Israel,Kiryat Gat,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
198002180001,2/18/80,Middle East & North Africa,Israel,Ramla,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
198002160009,2/16/80,Middle East & North Africa,West Bank and Gaza Strip,Gaza,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,3,7
198002140001,2/14/80,Middle East & North Africa,Israel,Bethlehem,Palestinians,Armed Assault,Incendiary,Police,0,0
198002110003,2/11/80,Middle East & North Africa,Israel,Petah Tiqwa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,12
198002070002,2/7/80,Middle East & North Africa,Israel,Ashkelon,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
198002060005,2/6/80,Middle East & North Africa,Israel,Ayalon,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,Unknown,1
198002030003,2/3/80,Middle East & North Africa,Israel,Rehovot,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,6
198002030002,2/3/80,Middle East & North Africa,Israel,Rehovot,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,6
198001260012,1/26/80,Middle East & North Africa,West Bank and Gaza Strip,Gaza,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,11
198001230001,1/23/80,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
198001150013,1/15/80,Middle East & North Africa,West Bank and Gaza Strip,Gaza,Palestine Liberation Organization (PLO),Assassination,Explosives/Bombs/Dynamite,Government (General),0,0
198001150002,1/15/80,Middle East & North Africa,Israel,Bat Yam,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
198001090002,1/9/80,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
198001090001,1/9/80,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
198001040002,1/4/80,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
198001040001,1/4/80,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
198001020001,1/2/80,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197912270001,12/27/79,Middle East & North Africa,Israel,Horbat Zohar,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197912110001,12/11/79,Central America & Caribbean,El Salvador,San Salvador,People's Revolutionary Army (ERP) (El Salvador),Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),Unknown,Unknown
197912030003,12/3/79,Middle East & North Africa,Israel,Ashkelon,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
197911190005,11/19/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,3
197911190004,11/19/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,8
197911180001,11/18/79,North America,United States,New York City,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197911130008,11/13/79,Western Europe,Portugal,Lisbon,Unknown,Hostage Taking (Kidnapping),Unknown,Government (Diplomatic),1,4
197911120001,11/12/79,Middle East & North Africa,Israel,Dimona,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,11
197911090001,11/9/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
197911010002,11/1/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197911010001,11/1/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,1,0
197910260002,10/26/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197910260001,10/26/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,1
197910230001,10/23/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197910120001,10/12/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,"Government (Diplomatic),Unknown",0,0
197910100001,10/10/79,South America,Bolivia,La Paz,Pro-Palestinian Group,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),Unknown,Unknown
197910050001,10/5/79,South America,Bolivia,La Paz,Pro-Palestinian Group,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197910040002,10/4/79,Middle East & North Africa,Israel,Ashkelon,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
197910030002,10/3/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197909270001,9/27/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,6
197909250002,9/25/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197909200002,9/20/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197909200001,9/20/79,Middle East & North Africa,Israel,Tel Aviv,Al-Fatah,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197909190003,9/19/79,Middle East & North Africa,Israel,Jerusalem,Arab Liberation Front (ALF),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,42
197909190002,9/19/79,Middle East & North Africa,Israel,Jaffa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
197909190001,9/19/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197909160002,9/16/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Assassination,Firearms,Private Citizens & Property,1,0
197909150005,9/15/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
197909140001,9/14/79,Middle East & North Africa,Israel,Jaffa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,Unknown,Unknown
197909070001,9/7/79,Middle East & North Africa,Israel,Petah Tiqwa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197909050002,9/5/79,Middle East & North Africa,Israel,Jerusalem,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
197909050001,9/5/79,Middle East & North Africa,Israel,Jerusalem,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Tourists,0,0
197908310002,8/31/79,Middle East & North Africa,Israel,Yehud,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,2
197908310001,8/31/79,Middle East & North Africa,Israel,Afula,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,Unknown,Unknown
197908290007,8/29/79,Middle East & North Africa,Israel,Jerusalem,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
197908290006,8/29/79,Middle East & North Africa,Israel,Jersualem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,2
197908290005,8/29/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,0
197908290002,8/29/79,Middle East & North Africa,Israel,Jerusalem,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Tourists,0,0
197908260002,8/26/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,Unknown,Unknown
197908240001,8/24/79,Middle East & North Africa,Israel,Petah Tiqwa,Arab Liberation Front (ALF),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,Unknown,Unknown
197908220003,8/22/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197908220002,8/22/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Facility/Infrastructure Attack,Incendiary,Business,Unknown,Unknown
197908220001,8/22/79,Middle East & North Africa,Israel,Kefar Sava,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197908210005,8/21/79,Middle East & North Africa,West Bank and Gaza Strip,Qalandia,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,5
197908210002,8/21/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,3
197908210001,8/21/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
197908150005,8/15/79,Middle East & North Africa,Israel,Kefar Sava,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,1
197908150004,8/15/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,7,Unknown
197908150003,8/15/79,Middle East & North Africa,Israel,Natanya,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
197908140007,8/14/79,Middle East & North Africa,Israel,Bene Beraq,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
197908140006,8/14/79,Middle East & North Africa,Israel,Tel Aviv,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197908090004,8/9/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),Unknown,Unknown
197908080003,8/8/79,Middle East & North Africa,Israel,Bene Beraq,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,Unknown,Unknown
197908080002,8/8/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,Unknown,Unknown
197908070003,8/7/79,Middle East & North Africa,Israel,Netanya,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,6
197908050004,8/5/79,Middle East & North Africa,Israel,Ashkelon,Arab Liberation Front (ALF),Unknown,Unknown,Military,8,0
197908050002,8/5/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),2,2
197908050001,8/5/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
197908030001,8/3/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
197907250001,7/25/79,Middle East & North Africa,Israel,Natanya,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,12
197907240001,7/24/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Utilities,0,2
197907230001,7/23/79,Middle East & North Africa,Israel,Kefar Sava,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
197907210002,7/21/79,Middle East & North Africa,Israel,Natanya,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197907120002,7/12/79,Middle East & North Africa,Israel,Petah Tiqwa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197907090001,7/9/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197907080007,7/8/79,Middle East & North Africa,Israel,Golan Heights district,"Abu Baker Martyr Group,Palestine Liberation Front (PLF)",Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Military,Unknown,Unknown
197907070001,7/7/79,Middle East & North Africa,Israel,Kafr Manda,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,10
197907060004,7/6/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197907060003,7/6/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
197907060002,7/6/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
197907030002,7/3/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,0
197907010006,7/1/79,Middle East & North Africa,Israel,Tel Aviv,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
197907010005,7/1/79,Middle East & North Africa,Israel,Tel Aviv,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,Unknown,Unknown
197907010004,7/1/79,Middle East & North Africa,Israel,Tel Aviv,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),Unknown,Unknown
197907010003,7/1/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197907010002,7/1/79,Middle East & North Africa,Israel,Bene Beraq,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
197907010001,7/1/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197906260013,6/26/79,Middle East & North Africa,Israel,Beersheba,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197906260001,6/26/79,Middle East & North Africa,Israel,Lod,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
197906240004,6/24/79,Middle East & North Africa,Israel,Tel Aviv,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,2,3
197906200003,6/20/79,Middle East & North Africa,Israel,Hadera,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197906200002,6/20/79,Middle East & North Africa,Israel,Tel Aviv,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197906190013,6/19/79,Middle East & North Africa,Israel,Eli ezer,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
197906130001,6/13/79,Middle East & North Africa,Israel,Hadera,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197906030001,6/3/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,3
197905280001,5/28/79,Middle East & North Africa,Israel,Haifa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
197905270002,5/27/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197905240015,5/24/79,Middle East & North Africa,West Bank and Gaza Strip,Gaza,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3
197905240002,5/24/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,1
197905230003,5/23/79,Middle East & North Africa,Israel,Petah Tiqwa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,3,13
197905220001,5/22/79,Middle East & North Africa,Israel,Jerusalem,Palestine Liberation Front (PLF),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197905140009,5/14/79,Middle East & North Africa,Turkey,Istanbul,Popular Front for the Liberation of Palestine (PFLP),Hostage Taking (Kidnapping),Unknown,Government (Diplomatic),0,0
197905140001,5/14/79,Middle East & North Africa,Israel,Tiberias,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,28
197905110004,5/11/79,Middle East & North Africa,Israel,Netanya,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197905110003,5/11/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197905100001,5/10/79,Middle East & North Africa,Israel,Tel Aviv,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,Unknown,Unknown
197905090006,5/9/79,Middle East & North Africa,Israel,Al-Manara,Palestine Liberation Organization (PLO),Bombing/Explosion,"Explosives/Bombs/Dynamite,Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,2,0
197905060004,5/6/79,Middle East & North Africa,Israel,Jerusalem,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
197905060003,5/6/79,Middle East & North Africa,Israel,Jerusalem,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
197905060002,5/6/79,Middle East & North Africa,Israel,Petah Tiqwa,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),Unknown,Unknown
197905010002,5/1/79,Middle East & North Africa,Israel,Dimona,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197904280005,4/28/79,Middle East & North Africa,Israel,Lod,Palestine Liberation Organization (PLO),"Bombing/Explosion,Facility/Infrastructure Attack","Explosives/Bombs/Dynamite,Incendiary",Business,Unknown,Unknown
197904280004,4/28/79,Middle East & North Africa,Israel,Ashkelon,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Utilities,Unknown,Unknown
197904260001,4/26/79,Middle East & North Africa,Israel,Beit Safafa,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197904230001,4/23/79,Middle East & North Africa,Israel,Silwan,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,1
197904220010,4/22/79,Middle East & North Africa,Israel,Nahariyya,Palestine Liberation Front (PLF),Hostage Taking (Kidnapping),Unknown,"Private Citizens & Property,Private Citizens & Property",2,0
197904220004,4/22/79,Middle East & North Africa,Israel,Nahariyya,Palestine Liberation Front (PLF),Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,6,5
197904210002,4/21/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197904180001,4/18/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,5,0
197904170002,4/17/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197904160009,4/16/79,Western Europe,Belgium,Brussels,Black March,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms",Airports and Aircraft,0,12
197904160005,4/16/79,Middle East & North Africa,Israel,Zarit,Palestinians,Armed Assault,Firearms,Private Citizens & Property,1,6
197904150003,4/15/79,Middle East & North Africa,Israel,Tirat Zvi,Al-Fatah,Armed Assault,Firearms,Private Citizens & Property,4,0
197904100001,4/10/79,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,33
197904080002,4/8/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,0
197904060003,4/6/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,15
197904060002,4/6/79,Middle East & North Africa,Israel,Tiberias,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197904050002,4/5/79,Western Europe,Cyprus,Nicosia,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197903270003,3/27/79,Middle East & North Africa,Israel,Lod,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,18
197903270002,3/27/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,17
197903260003,3/26/79,Middle East & North Africa,Turkey,Ankara,Turkish Revolutionaries,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
197903260002,3/26/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,5
197903260001,3/26/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,13
197903230001,3/23/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,14
197903140001,3/14/79,Middle East & North Africa,Israel,Jerusalem,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197903070007,3/7/79,Middle East & North Africa,Israel,Rome,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197903070004,3/7/79,Middle East & North Africa,Israel,Afula,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Tourists,0,0
197903040003,3/4/79,Middle East & North Africa,Israel,Jerusalem,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,Unknown,Unknown
197902270003,2/27/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5
197902260001,2/26/79,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197902130003,2/13/79,Middle East & North Africa,Israel,Beersheba,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
197902030001,2/3/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,2
197901280002,1/28/79,Middle East & North Africa,Israel,Moya,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,5,55
197901200001,1/20/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197901180001,1/18/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,21
197901170003,1/17/79,Central America & Caribbean,El Salvador,San Salvador,Armed Forces of National Resistance (FARN),Hostage Taking (Kidnapping),Unknown,Government (Diplomatic),2,0
197901160002,1/16/79,Middle East & North Africa,Israel,Haifa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
197901160001,1/16/79,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197901130005,1/13/79,Middle East & North Africa,Israel,Maalot,Democratic Front for the Liberation of Palestine (DFLP),Hostage Taking (Barricade Incident),Firearms,Business,4,1
197901080001,1/8/79,Middle East & North Africa,Israel,Holon,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,2
197901050005,1/5/79,Middle East & North Africa,Israel,Beersheba,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,0
197901020001,1/2/79,Middle East & North Africa,Israel,Beersheba,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197812310001,12/31/78,Middle East & North Africa,Israel,Netanya,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,6
197812200001,12/20/78,Middle East & North Africa,Israel,Jerusalem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,4
197812170005,12/17/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,22
197812170004,12/17/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,21
197811300001,11/30/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,1,0
197811220001,11/22/78,South America,Chile,Santiago,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
197811190002,11/19/78,Middle East & North Africa,Israel,Jaffa,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,2
197811190001,11/19/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,Unknown
197809210001,9/21/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Tourists,0,0
197809160005,9/16/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,7
197809160004,9/16/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,7
197809160003,9/16/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197809050003,9/5/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,2
197809050002,9/5/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Tourists,0,0
197808300001,8/30/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Food or Water Supply,Unknown,Unknown
197808280009,8/28/78,Middle East & North Africa,Israel,Ramla,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197808220001,8/22/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
197808150002,8/15/78,Middle East & North Africa,Israel,Jerusalem,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
197808030003,8/3/78,Middle East & North Africa,Israel,Tel Aviv,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,49
