DATE,rank_pop,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED,
8/22/13,0,Middle East & North Africa,Israel,Acre,32.92344,35.08588,Abdullah Azzam Brigades,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
8/22/13,1,Middle East & North Africa,Israel,Nahariya,33.01214,35.09921,Abdullah Azzam Brigades,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/22/13,2,Middle East & North Africa,Israel,Nahariya,33.01214,35.09921,Abdullah Azzam Brigades,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/9/14,3,Middle East & North Africa,Israel,Dimona,31.06674,35.02684,"Abdullah Azzam Brigades,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
9/18/15,4,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Abdullah Azzam Brigades,Sheikh Omar Hadid Brigade",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
10/5/80,5,Middle East & North Africa,Israel,Givatayim,32.07023,34.80985,Abu Hassan,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),2,7,
12/26/88,6,Middle East & North Africa,Israel,Al-Manara,25.1458,55.20958,Abu Nidal Organization (ANO),Armed Assault,Firearms,Military,3,7,
8/20/88,7,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Abu Nidal Organization (ANO),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,25,
3/7/84,8,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Abu Nidal Organization (ANO),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,3,9,
6/10/92,9,Middle East & North Africa,Israel,Beit Shemesh,31.73693,34.98632,Agudat Israel Party,Armed Assault,Melee,Private Citizens & Property,0,1,
10/5/16,10,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/1/16,11,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0,
8/21/16,12,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,Popular Front for the Liberation of Palestine (PFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/4/10,13,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Ahrar Al-Jalil (Free People of the Galilee),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,12,
3/18/08,14,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Ahrar Al-Jalil (Free People of the Galilee),Armed Assault,Melee,Religious Figures/Institutions,0,1,
7/2/08,15,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Ahrar Al-Jalil (Free People of the Galilee),Al-Aqsa Martyrs Brigade,Popular Front for the Liberation of Palestine (PFLP)",Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Private Citizens & Property,4,45,
2/26/13,16,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
12/21/10,17,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,1,
5/1/08,18,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,Unknown,
3/21/08,19,Middle East & North Africa,Israel,Hebron,31.53449,35.08619,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,0,1,
3/19/08,20,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown,
11/24/07,21,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/21/07,22,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/19/07,23,Middle East & North Africa,Israel,Netiv Haasara,31.56759,34.54075,Al-Aqsa Martyrs Brigade,Armed Assault,"Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,4,0,
11/19/07,24,Middle East & North Africa,Israel,Kdumim,32.21797,35.16077,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,0,
11/17/07,25,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/11/07,26,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0,
7/1/07,27,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Private Citizens & Property",Unknown,Unknown,
4/14/07,28,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/21/07,29,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown,
11/28/06,30,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
11/27/06,31,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
10/6/06,32,Middle East & North Africa,Israel,Kfar Aza,31.48198,34.53342,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown,
9/21/06,33,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
9/18/06,34,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/22/06,35,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/14/06,36,Middle East & North Africa,Israel,Kfar Aza,31.48198,34.53342,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/7/05,37,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,"Military,Private Citizens & Property",1,4,
8/11/04,38,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,16,
7/11/04,39,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,1,30,
2/22/04,40,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,8,60,
12/8/03,41,Middle East & North Africa,Israel,Rosh Haayin,32.09714,34.95847,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/3/03,42,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,0,4,
11/28/02,43,Middle East & North Africa,Israel,Beit Shean,32.49853,35.49879,Al-Aqsa Martyrs Brigade,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,8,30,
7/30/02,44,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,5,
5/27/02,45,Middle East & North Africa,Israel,Petah Tiqwa,32.09463,34.88576,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,50,
5/24/02,46,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,2,
5/22/02,47,Middle East & North Africa,Israel,Rishon le Zion,42.6775,13.73816,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,4,40,
3/30/02,48,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Business",1,32,
3/29/02,49,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,3,20,
3/26/02,50,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Business",2,0,
3/21/02,51,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,4,60,
3/17/02,52,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,2,14,
3/12/02,53,Middle East & North Africa,Israel,Shlomi,33.07775,35.14523,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,9,6,
3/9/02,54,Middle East & North Africa,Israel,Netanya,32.3081,34.8548,Al-Aqsa Martyrs Brigade,"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite","Private Citizens & Property,Business",3,37,
3/9/02,55,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Business",12,50,
3/5/02,56,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Al-Aqsa Martyrs Brigade,Armed Assault,"Firearms,Melee",Business,4,40,
3/2/02,57,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,11,60,
2/18/02,58,Middle East & North Africa,Israel,Jerusalem district,39.85083,-81.09904,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,2,1,
2/17/02,59,Middle East & North Africa,Israel,Hadera,32.43984,34.91744,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,2,4,
1/17/02,60,Middle East & North Africa,Israel,Hadera,32.43984,34.91744,Al-Aqsa Martyrs Brigade,"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite",Business,6,25,
10/30/01,61,Middle East & North Africa,Israel,Raanana,32.18954,34.86651,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
1/25/01,62,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,0,
6/18/08,63,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
4/9/08,64,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Al-Aqsa Martyrs Brigade (suspected),"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,2,2,
5/18/06,65,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown,
4/24/03,66,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,2,9,
4/12/02,67,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,7,50,
4/1/02,68,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,0,
4/14/01,69,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1,
4/14/01,70,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/23/07,71,Middle East & North Africa,Israel,Nablus,32.22112,35.26032,"Al-Aqsa Martyrs Brigade (suspected),Al-Qassam Brigades (suspected),Popular Front for the Liberation of Palestine (PFLP) (suspected)",Armed Assault,Firearms,Military,0,3,
1/29/04,72,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Al-Aqsa Martyrs Brigade (suspected),Hamas (Islamic Resistance Movement) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,11,50,
4/30/03,73,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,"Al-Aqsa Martyrs Brigade (suspected),Hamas (Islamic Resistance Movement) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,Unknown,
3/18/10,74,Middle East & North Africa,Israel,Netiv Haasara,31.56759,34.54075,"Al-Aqsa Martyrs Brigade,Al-Aqsa Martyrs Brigade,Ansar Al Sunnah (Palestine)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0,
3/18/10,75,Middle East & North Africa,Israel,Netiv Haasara,31.56759,34.54075,"Al-Aqsa Martyrs Brigade,Ansar Al Sunnah (Palestine)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0,
3/28/08,76,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Al-Aqsa Martyrs Brigade,Democratic Front for the Liberation of Palestine (DFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/27/08,77,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Al-Aqsa Martyrs Brigade,Democratic Front for the Liberation of Palestine (DFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown,
1/1/08,78,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Al-Aqsa Martyrs Brigade,Democratic Front for the Liberation of Palestine (DFLP),Popular Front for the Liberation of Palestine (PFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
2/4/08,79,Middle East & North Africa,Israel,Dimona,31.06674,35.02684,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,11,
3/14/04,80,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,"Maritime,Maritime",12,20,
1/14/04,81,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",5,7,
3/6/04,82,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,6,20,
1/5/03,83,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,24,103,
1/14/05,84,Middle East & North Africa,Israel,Karni,24.27376,85.18976,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Popular Resistance Committees","Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms","Police,Military,Military",9,5,
1/29/07,85,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,"Al-Aqsa Martyrs Brigade,Other,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property",4,0,
5/22/08,86,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Police,2,0,
5/11/08,87,Middle East & North Africa,Israel,Kerem Shalom,31.228,34.28453,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/6/08,88,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Armed Assault,"Firearms,Firearms",Educational Institution,9,10,
2/24/07,89,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown,
10/28/05,90,Middle East & North Africa,Israel,Tzukim,30.49126,35.16559,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/28/05,91,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Transportation",1,48,
5/19/03,92,Middle East & North Africa,Israel,Afula,32.61945,35.3102,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,30,
11/29/01,93,Middle East & North Africa,Israel,Hadera,32.43984,34.91744,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,4,8,
11/27/01,94,Middle East & North Africa,Israel,Afula,32.61945,35.3102,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Armed Assault,Firearms,Private Citizens & Property,2,9,
6/2/07,95,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/2/08,96,Middle East & North Africa,Israel,Kfar Aza,31.48198,34.53342,"Al-Aqsa Martyrs Brigade,Popular Front for the Liberation of Palestine (PFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
5/5/08,97,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0,
4/10/07,98,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Al-Fatah,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
4/28/01,99,Middle East & North Africa,Israel,Barkai,20.29741,81.73572,Al-Fatah,Armed Assault,Firearms,"Military,Private Citizens & Property",1,4,
1/25/01,100,Middle East & North Africa,Israel,Atarot,32.02499,34.91394,Al-Fatah,Armed Assault,Firearms,Private Citizens & Property,1,0,
11/8/89,101,Middle East & North Africa,Israel,Kafr Sava,30.08648,31.37746,Al-Fatah,Assassination,Firearms,Violent Political Party,1,Unknown,
11/21/86,102,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Fatah,Armed Assault,"Melee,Incendiary",Private Citizens & Property,1,0,
7/7/80,103,Middle East & North Africa,Israel,Ramat Gan,32.08364,34.81498,Al-Fatah,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0,
6/16/80,104,Middle East & North Africa,Israel,Nahariyya,33.01214,35.09921,Al-Fatah,Armed Assault,Firearms,Private Citizens & Property,Unknown,1,
9/20/79,105,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Al-Fatah,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0,
4/15/79,106,Middle East & North Africa,Israel,Tirat Zvi,32.42182,35.52875,Al-Fatah,Armed Assault,Firearms,Private Citizens & Property,4,0,
6/2/78,107,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Fatah,Bombing/Explosion,Unknown,"Unknown,Unknown",6,20,
3/11/78,108,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Al-Fatah,Hostage Taking (Barricade Incident),Firearms,Transportation,42,76,
6/8/03,109,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Fatah,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Armed Assault,Firearms,Military,7,4,
4/29/08,110,Middle East & North Africa,Israel,Kerem Shalom,31.228,34.28453,Al-Mujahedin Brigades (Palestine),Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0,
12/10/92,111,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Amal,Bombing/Explosion,Explosives/Bombs/Dynamite,Terrorists/Non-state Militia,0,4,
10/22/14,112,Middle East & North Africa,Israel,Ezuz,30.79265,34.47205,Ansar Bayt al-Maqdis (Ansar Jerusalem),Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Military,3,2,
7/17/14,113,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
7/14/14,114,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
7/11/14,115,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0,
1/31/14,116,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/20/14,117,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
1/20/14,118,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/15/12,119,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
8/13/13,120,Middle East & North Africa,Israel,Eilat,29.55004,34.95305,"Ansar Bayt al-Maqdis (Ansar Jerusalem),Mujahedeen Shura Council in the Environs of Jerusalem",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
9/19/79,121,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Arab Liberation Front (ALF),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,42,
8/24/79,122,Middle East & North Africa,Israel,Petah Tiqwa,32.09463,34.88576,Arab Liberation Front (ALF),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,Unknown,Unknown,
8/5/79,123,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Arab Liberation Front (ALF),Unknown,Unknown,Military,8,0,
10/5/97,124,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Arabs,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0,
5/13/96,125,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Arabs,Hostage Taking (Kidnapping),Unknown,Military,0,1,
9/26/85,126,Middle East & North Africa,Israel,Halhul,31.57849,35.10273,Arabs,Armed Assault,"Unknown,Firearms",Transportation,0,7,
4/8/81,127,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Arabs,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,2,
9/25/08,128,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Army of State Liberators (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,1,
11/30/17,129,Middle East & North Africa,Israel,Arad,46.18067,21.3221,Bedouin Israeli extremists,Armed Assault,Melee,Military,1,0,
11/21/92,130,Middle East & North Africa,Israel,Arabba,46.49711,11.87372,Black Panther Group (Palestinian),Armed Assault,Firearms,Military,2,0,
8/15/92,131,Middle East & North Africa,Israel,Rumana,32.78785,35.31011,Black Panther Group (Palestinian),Armed Assault,Firearms,Military,1,0,
3/19/92,132,Middle East & North Africa,Israel,Kabatiya,23.77965,72.71111,Black Panther Group (Palestinian),Hostage Taking (Barricade Incident),Firearms,Private Citizens & Property,1,0,
6/28/91,133,Middle East & North Africa,Israel,Arabe,12.72113,-14.03547,Black Panther Group (Palestinian),Assassination,Firearms,Private Citizens & Property,1,0,
6/25/74,134,Middle East & North Africa,Israel,Nahariyya,33.01214,35.09921,Black September,Hostage Taking (Barricade Incident),Firearms,Private Citizens & Property,14,Unknown,
9/22/72,135,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
9/22/72,136,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
9/20/72,137,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
9/20/72,138,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
9/20/72,139,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0,
9/20/72,140,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Black September,Assassination,Explosives/Bombs/Dynamite,NGO,0,0,
