DATE,rank_pop,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED,
1/15/80,2175,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Palestine Liberation Organization (PLO),Assassination,Explosives/Bombs/Dynamite,Government (General),0,0,
12/15/17,2176,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,31.90132,35.19986,Palestinian Extremists,Armed Assault,"Melee,Fake Weapons",Police,1,1,
12/12/17,2177,Middle East & North Africa,West Bank and Gaza Strip,Salfit,32.08512,35.18238,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
11/17/17,2178,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","Military,Private Citizens & Property",0,3,
10/18/17,2179,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
9/26/17,2180,Middle East & North Africa,West Bank and Gaza Strip,Har Adar,31.82767,35.12869,Palestinian Extremists,Armed Assault,Firearms,"Police,Police",4,1,
9/17/17,2181,Middle East & North Africa,West Bank and Gaza Strip,Bethlehem,31.70425,35.2063,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1,
9/13/17,2182,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
8/19/17,2183,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Police,1,1,
8/5/17,2184,Middle East & North Africa,West Bank and Gaza Strip,Beit El,34.39325,36.05059,Palestinian Extremists,Armed Assault,Firearms,Military,0,0,
7/28/17,2185,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
7/21/17,2186,Middle East & North Africa,West Bank and Gaza Strip,Halamish,32.00575,35.12584,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,3,2,
7/20/17,2187,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
7/18/17,2188,Middle East & North Africa,West Bank and Gaza Strip,Beit Einun,31.55749,35.12437,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,2,
7/10/17,2189,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,1,
7/4/17,2190,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,"Explosives/Bombs/Dynamite,Incendiary,Melee",Police,0,0,
6/20/17,2191,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
6/1/17,2192,Middle East & North Africa,West Bank and Gaza Strip,Mevo Dotan,32.42028,35.17557,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
5/22/17,2193,Middle East & North Africa,West Bank and Gaza Strip,Abu Dis,18.68632,33.64351,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
5/7/17,2194,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
4/26/17,2195,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
4/25/17,2196,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
4/6/17,2197,Middle East & North Africa,West Bank and Gaza Strip,Ofra,31.95294,35.26175,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,2,
3/29/17,2198,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
3/27/17,2199,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
3/23/17,2200,Middle East & North Africa,West Bank and Gaza Strip,Beit El,34.39325,36.05059,Palestinian Extremists,Armed Assault,Incendiary,Private Citizens & Property,1,3,
3/15/17,2201,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","Military,Transportation",0,1,
3/13/17,2202,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,2,
2/23/17,2203,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1,
1/27/17,2204,Middle East & North Africa,West Bank and Gaza Strip,Nili,31.96374,35.04785,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,0,
1/25/17,2205,Middle East & North Africa,West Bank and Gaza Strip,Abud,32.01594,35.06992,Palestinian Extremists,Armed Assault,Firearms,Military,0,1,
1/17/17,2206,Middle East & North Africa,West Bank and Gaza Strip,Tulkarm,32.31743,35.0308,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
1/10/17,2207,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinian Extremists,Armed Assault,"Explosives/Bombs/Dynamite,Firearms,Melee",Military,1,0,
12/30/16,2208,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,Melee,Police,0,1,
12/14/16,2209,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,2,
12/8/16,2210,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
11/25/16,2211,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
11/22/16,2212,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
11/9/16,2213,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
11/4/16,2214,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0,
11/3/16,2215,Middle East & North Africa,West Bank and Gaza Strip,Tulkarm,32.31743,35.0308,Palestinian Extremists,Armed Assault,Firearms,Military,0,1,
11/3/16,2216,Middle East & North Africa,West Bank and Gaza Strip,Ofra,31.95294,35.26175,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
10/29/16,2217,Middle East & North Africa,West Bank and Gaza Strip,Karmei Tzur,31.6087,35.10066,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,0,
10/28/16,2218,Middle East & North Africa,West Bank and Gaza Strip,Ofra,31.95294,35.26175,Palestinian Extremists,Armed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,0,1,
10/19/16,2219,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
9/30/16,2220,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
9/23/16,2221,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
9/20/16,2222,Middle East & North Africa,West Bank and Gaza Strip,Bani Naim,31.52094,35.16166,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
9/19/16,2223,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
9/19/16,2224,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Police,2,1,
9/19/16,2225,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,0,3,
9/17/16,2226,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
9/16/16,2227,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
9/16/16,2228,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Transportation,1,4,
9/16/16,2229,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
8/24/16,2230,Middle East & North Africa,West Bank and Gaza Strip,Yitzhar,32.16984,35.23434,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
8/14/16,2231,Middle East & North Africa,West Bank and Gaza Strip,Shaked,32.47367,35.17262,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
8/11/16,2232,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1,
7/31/16,2233,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
7/26/16,2234,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
7/18/16,2235,Middle East & North Africa,West Bank and Gaza Strip,Al-Aroub,34.28239,35.8943,Palestinian Extremists,Armed Assault,Melee,Military,1,2,
7/9/16,2236,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,1,
7/6/16,2237,Middle East & North Africa,West Bank and Gaza Strip,Neve Daniel,31.67826,35.14343,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,0,4,
7/5/16,2238,Middle East & North Africa,West Bank and Gaza Strip,Ariel,45.98977,-122.53664,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
7/1/16,2239,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
6/21/16,2240,Middle East & North Africa,West Bank and Gaza Strip,Israel,31.78004,35.21874,Palestinian Extremists,Armed Assault,"Incendiary,Other",Private Citizens & Property,1,6,
6/10/16,2241,Middle East & North Africa,West Bank and Gaza Strip,Bayt Furik,32.18129,35.33628,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
6/2/16,2242,Middle East & North Africa,West Bank and Gaza Strip,Anabta,32.30935,35.11401,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
5/23/16,2243,Middle East & North Africa,West Bank and Gaza Strip,Givon HaHadasha,31.84734,35.15975,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
5/21/16,2244,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,Firearms,Transportation,0,0,
5/10/16,2245,Middle East & North Africa,West Bank and Gaza Strip,Hizma,41.00735,29.21456,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1,
5/2/16,2246,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1,
5/3/16,2247,Middle East & North Africa,West Bank and Gaza Strip,Ein Arik,31.90814,35.1418,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,3,
4/28/16,2248,Middle East & North Africa,West Bank and Gaza Strip,Beit Horon,31.87699,35.12874,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
4/27/16,2249,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,Melee,Police,2,0,
4/3/16,2250,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
3/24/16,2251,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,2,1,
3/19/16,2252,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Police,1,1,
3/17/16,2253,Middle East & North Africa,West Bank and Gaza Strip,Ariel,45.98977,-122.53664,Palestinian Extremists,Armed Assault,Melee,Military,2,1,
3/14/16,2254,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Palestinian Extremists,Armed Assault,"Firearms,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,2,1,
3/11/16,2255,Middle East & North Africa,West Bank and Gaza Strip,Otniel,31.43926,35.0301,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0,
3/11/16,2256,Middle East & North Africa,West Bank and Gaza Strip,Beit Horon,31.87699,35.12874,Palestinian Extremists,Armed Assault,Firearms,Military,0,2,
3/11/16,2257,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1,
3/9/16,2258,Middle East & North Africa,West Bank and Gaza Strip,Salfit,32.08512,35.18238,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
3/9/16,2259,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Firearms,"Police,Private Citizens & Property",2,1,
3/9/16,2260,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Firearms,Transportation,0,0,
3/8/16,2261,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,1,2,
3/3/16,2262,Middle East & North Africa,West Bank and Gaza Strip,Rechelim,32.10209,35.25551,Palestinian Extremists,Armed Assault,Firearms,Police,0,1,
3/3/16,2263,Middle East & North Africa,West Bank and Gaza Strip,Auja,11.51396,-16.18315,Palestinian Extremists,Armed Assault,Melee,Police,0,1,
3/2/16,2264,Middle East & North Africa,West Bank and Gaza Strip,Eli,32.06974,35.26375,Palestinian Extremists,Armed Assault,"Melee,Melee",Military,0,1,
2/26/16,2265,Middle East & North Africa,West Bank and Gaza Strip,Beit El,34.39325,36.05059,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
2/24/16,2266,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
2/21/16,2267,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
2/21/16,2268,Middle East & North Africa,West Bank and Gaza Strip,Bani Naim,31.52094,35.16166,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
2/21/16,2269,Middle East & North Africa,West Bank and Gaza Strip,Bitot,49.20311,-0.40907,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
2/19/16,2270,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,31.90132,35.19986,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,0,
2/19/16,2271,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,3,
2/15/16,2272,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,0,0,
2/14/16,2273,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Police,0,1,
2/14/16,2274,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Firearms,Police,2,0,
2/14/16,2275,Middle East & North Africa,West Bank and Gaza Strip,Arake,9.47031,118.52565,Palestinian Extremists,Armed Assault,"Firearms,Melee",Military,2,0,
2/14/16,2276,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
2/13/16,2277,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
2/9/16,2278,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,0,0,
2/5/16,2279,Middle East & North Africa,West Bank and Gaza Strip,Halhul,31.57849,35.10273,Palestinian Extremists,Armed Assault,Incendiary,Military,1,0,
2/3/16,2280,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms,Melee",Police,4,1,
2/1/16,2281,Middle East & North Africa,West Bank and Gaza Strip,Salit,32.24259,35.04997,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
1/31/16,2282,Middle East & North Africa,West Bank and Gaza Strip,Beit Ur al-Tahta,31.89542,35.08414,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,0,1,
1/31/16,2283,Middle East & North Africa,West Bank and Gaza Strip,Beit El,34.39325,36.05059,Palestinian Extremists,Armed Assault,Firearms,Military,1,3,
1/30/16,2284,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1,
1/27/16,2285,Middle East & North Africa,West Bank and Gaza Strip,Givat Zeev,31.86167,35.164,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1,
1/25/16,2286,Middle East & North Africa,West Bank and Gaza Strip,Jenin,34.62475,36.15367,Palestinian Extremists,Armed Assault,Firearms,Military,0,0,
1/24/16,2287,Middle East & North Africa,West Bank and Gaza Strip,Abu Dis,18.68632,33.64351,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,1,0,
1/23/16,2288,Middle East & North Africa,West Bank and Gaza Strip,Almon,31.82899,35.2933,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,0,
1/18/16,2289,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,2,
1/17/16,2290,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
1/17/16,2291,Middle East & North Africa,West Bank and Gaza Strip,Otniel,31.43926,35.0301,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,0,
1/14/16,2292,Middle East & North Africa,West Bank and Gaza Strip,Beit Einun,31.55749,35.12437,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
1/12/16,2293,Middle East & North Africa,West Bank and Gaza Strip,Beit Einun,31.55749,35.12437,Palestinian Extremists,Armed Assault,Melee,Military,2,0,
1/11/16,2294,Middle East & North Africa,West Bank and Gaza Strip,Jenin,34.62475,36.15367,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
1/9/16,2295,Middle East & North Africa,West Bank and Gaza Strip,Bekaot,32.24297,35.45424,Palestinian Extremists,Armed Assault,Melee,Military,2,0,
1/7/16,2296,Middle East & North Africa,West Bank and Gaza Strip,Beit Einun,31.55749,35.12437,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
1/7/16,2297,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,Melee,Military,3,0,
1/5/16,2298,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
1/3/16,2299,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,0,
1/3/16,2300,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Firearms,Military,0,1,
12/31/15,2301,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,1,
12/27/15,2302,Middle East & North Africa,West Bank and Gaza Strip,Maaleh Shomron,32.16629,35.07106,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
12/27/15,2303,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Military,2,2,
12/26/15,2304,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
12/26/15,2305,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,1,
12/25/15,2306,Middle East & North Africa,West Bank and Gaza Strip,Silwad,31.97666,35.26063,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,0,
12/24/15,2307,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
12/24/15,2308,Middle East & North Africa,West Bank and Gaza Strip,Ariel,45.98977,-122.53664,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,2,
12/20/15,2309,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,0,1,
12/19/15,2310,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Military,0,2,
12/18/15,2311,Middle East & North Africa,West Bank and Gaza Strip,Silwad,31.97666,35.26063,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,0,
12/18/15,2312,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","Police,Military",0,1,
12/17/15,2313,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Military,1,0,
12/13/15,2314,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1,
12/11/15,2315,Middle East & North Africa,West Bank and Gaza Strip,Halhul,31.57849,35.10273,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,0,
12/11/15,2316,Middle East & North Africa,West Bank and Gaza Strip,Jenin,34.62475,36.15367,Palestinian Extremists,Armed Assault,Firearms,Military,0,1,
12/9/15,2317,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,"Government (General),Military",1,2,
12/7/15,2318,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,2,0,
12/4/15,2319,Middle East & North Africa,West Bank and Gaza Strip,Ofra,31.95294,35.26175,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,2,
12/4/15,2320,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,2,1,
12/4/15,2321,Middle East & North Africa,West Bank and Gaza Strip,Abud,32.01594,35.06992,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
12/3/15,2322,Middle East & North Africa,West Bank and Gaza Strip,Psagot,31.89783,35.22503,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,0,
12/3/15,2323,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,1,
11/29/15,2324,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,1,
11/28/15,2325,Middle East & North Africa,West Bank and Gaza Strip,Bekaot,32.24297,35.45424,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
11/27/15,2326,Middle East & North Africa,West Bank and Gaza Strip,Kefar Adumim,31.81962,35.34526,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,2,
11/26/15,2327,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Police,1,0,
11/25/15,2328,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,1,1,
11/24/15,2329,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","Police,Military",0,5,
11/23/15,2330,Middle East & North Africa,West Bank and Gaza Strip,Shavei Shomron,32.26355,35.18569,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Private Citizens & Property,0,1,
11/23/15,2331,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Military,2,0,
11/23/15,2332,Middle East & North Africa,West Bank and Gaza Strip,Israel,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,"Military,Private Citizens & Property",2,2,
11/22/15,2333,Middle East & North Africa,West Bank and Gaza Strip,Kefar Adumim,31.81962,35.34526,Palestinian Extremists,Armed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Private Citizens & Property,1,1,
11/22/15,2334,Middle East & North Africa,West Bank and Gaza Strip,Hawara,30.86645,76.42436,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,0,
11/22/15,2335,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,2,0,
11/20/15,2336,Middle East & North Africa,West Bank and Gaza Strip,Abu Dis,18.68632,33.64351,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Police,0,1,
11/19/15,2337,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,Melee,Military,0,0,
